"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,2.72228188704197,0.943,0.323,0,"1","C1QB"
0,2.57990818278738,0.95,0.35,0,"1","C1QA"
0,2.39514641006203,0.899,0.352,0,"1","FN1"
0,2.34087624186323,0.858,0.316,0,"1","MARCO"
0,2.31055197165973,0.803,0.278,0,"1","APOE"
0,1.50277585656906,0.909,0.42,0,"1","CTSL"
0,2.00189238448534,0.714,0.235,0,"1","APOC1"
0,2.5999897980419,0.605,0.128,0,"1","CYP27A1"
0,1.20280672151034,0.862,0.394,0,"1","RNASE1"
0,2.48142519925685,0.752,0.285,0,"1","CFD"
0,1.83047961238476,0.634,0.175,0,"1","LYVE1"
0,1.5310389189552,0.862,0.406,0,"1","VSIG4"
0,1.30042676257713,0.8,0.358,0,"1","CD163"
0,2.46739131604216,0.626,0.184,0,"1","PLTP"
0,1.42088624208427,0.835,0.396,0,"1","FCGR3A"
0,3.1670624328331,0.517,0.084,0,"1","HAMP"
0,2.61077992471035,0.539,0.11,0,"1","C2"
0,1.23207978947589,0.838,0.419,0,"1","CYBB"
0,1.10253982468378,0.909,0.492,0,"1","S100A8"
0,1.2032254687317,0.895,0.479,0,"1","GLUL"
0,1.13588999463203,0.853,0.451,0,"1","CD68"
0,1.14456907012889,0.955,0.553,0,"1","CD14"
0,1.3397580732216,0.884,0.491,0,"1","CTSZ"
0,1.274137401042,0.688,0.302,0,"1","MS4A7"
0,1.30204727085062,0.651,0.268,0,"1","MS4A4A"
0,0.790827360520005,0.844,0.464,0,"1","MS4A6A"
0,1.75899997731278,0.541,0.166,0,"1","FOLR2"
0,1.21706204674258,0.87,0.504,0,"1","GRN"
0,1.28473494659135,0.885,0.52,0,"1","CTSS"
0,0.943948733029723,0.984,0.619,0,"1","S100A9"
0,1.20008138330986,0.69,0.325,0,"1","ASAH1"
0,1.88368970011045,0.517,0.153,0,"1","A2M"
0,1.05574981669845,0.674,0.312,0,"1","SLC11A1"
0,1.4713746896507,0.564,0.205,0,"1","GPNMB"
0,1.6489867588028,0.609,0.251,0,"1","ALDH2"
0,0.675445327870457,0.98,0.624,0,"1","AIF1"
0,1.07609760500414,0.885,0.529,0,"1","FCGRT"
0,1.05133788285721,0.821,0.466,0,"1","APLP2"
0,1.04030440593695,0.785,0.431,0,"1","VAMP5"
0,1.33893470869469,0.583,0.232,0,"1","TREM2"
0,0.657649192816535,0.749,0.401,0,"1","MAFB"
0,0.71859854759628,0.977,0.63,0,"1","FCER1G"
0,1.11221057275205,0.966,0.622,0,"1","CTSB"
0,1.16169692006831,0.591,0.25,0,"1","LGMN"
0,0.688702920152887,0.659,0.323,0,"1","DAB2"
0,1.12537740579901,0.6,0.264,0,"1","C3AR1"
0,1.41027727315732,0.593,0.258,0,"1","LTA4H"
0,1.46224126363198,0.982,0.649,0,"1","PSAP"
0,0.90611418391518,0.808,0.483,0,"1","BRI3"
